"BUSCO_ID","Cluster","Description","Atru","Bbom","Dpic","Hboe","Xbor","Xlae","Xtro","Sbom","Lail","Llei","Pcul","Gcar","Pads","Lsyl","Rimi","Rkuk","Rmus","Rtem","Mfle","Pcor","Ecoq","Epus","Lfus","Bbuf","Bgar","Bvir","Debr","Hsar","Ptri"
"207120at32523","4681","Na(+)/H(+) exchange regulatory cofactor NHE-RF4","missing","I","E+I","H+I","H+I","H+I","missing","I","I","missing","I","missing","I","I","I","I","missing","missing","missing","I","missing","missing","missing","C+I","missing","C+I","I","missing","missing"
"207164at32523","943","Leucine rich repeat containing 6","G","G","G","G","missing","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","scaf","G","G","G","G","G","G","G"
"207196at32523","3689","Zinc finger CCHC-type containing 7","A","missing","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","missing","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"207226at32523","2398","Retinal G protein coupled receptor","A+H","H","H","H+I","H+I, H+I","H+I, H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"207309at32523","212","zinc finger protein 330","A","A","A","A","A","A","A","A","A","scaf","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"207331at32523","4303","eukaryotic translation initiation factor 2 subunit 2","missing","missing","M","J+K+M","L+M","L+M, L+M","M","M","missing","M","A+M","M","A+M","M","H+J+M","M, M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"207340at32523","2243","filamin-binding LIM protein 1","missing","missing","scaf","scaf","missing","H+I, H+I","H+I","I","missing","I","I","I","missing","missing","I","scaf","I","I","I","missing","missing","missing","missing","C+I","missing","C+I","I","I","I"
"207368at32523","3012","transmembrane protein 19","C","B","C","C","C, C","C","C","C","C","C","C","C","missing","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"207425at32523","357","EF-hand calcium-binding domain-containing protein 14","E","E","E","D+E","D+E, D+E","D+E, D+E","D+E","E","E","scaf","E","E+H+J","E","E","E","scaf","E","E","E","E","scaf","E","E","E","missing","E","E+H","scaf","E+H"
"207493at32523","1517","oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"207508at32523","4092","exosome complex component RRP42","scaf","B, G","G","G","missing","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"207797at32523","3522","Fanconi anemia group C protein","missing","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"207895at32523","4876, 4959","Solute carrier family 25 member 20","scaf","D+E","E+I","D+E","D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E, J","H+J+M, E","E","E","E, J","E, J","E","E+F","E","E, J","J, E","C+I","E","D+E, J","D+E, J","D+E"
"207965at32523","1924","ubiquitin-like domain-containing CTD phosphatase 1","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"207969at32523","1209","melanocortin receptor 3","M","D+J+K+L+M","missing","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"207983at32523","4781","mitochondrial genome maintenance exonuclease 1","scaf","F","F","F","F","F, F","F","F","missing","F","F","F","F","F","F","F","F","F","F","F","E+F","A, scaf","F","F","F","F","F","F","F"
"207984at32523","1107","neurogenic differentiation factor 6","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"208004at32523","2953","spermatogenesis-associated protein 22","B","missing","B","B","B","B","B","B","B","B","B","B","B","B","missing","B","B","B","B","missing","missing","B","B","B","B","B","B","B","B"
"208010at32523","4157","Mitochondrial ribosomal protein L3","G","missing","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"208014at32523","4283","Vesicle amine transport 1","scaf","D+J+K+L+M","M","J+K+M","L+M","L+M, L+M","M","missing","missing","missing","missing","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"208035at32523","1072","transcription factor E2F3","G","G","G","G","G, G","G","missing","G","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","missing","G","G"
"208049at32523","505","elongator complex protein 4","D","D+E","D","D+E","D+E","D+E","D+E","D","D","D","D","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"208060at32523","1476","DNA polymerase delta subunit 3","B","B","B","B","missing","B","B","B","B","B","B","B","B","H","B","scaf","B","B","B","B","B+F","scaf","B","B","B","B","B","B","B"
"208067at32523","2546","Tudor and KH domain containing","K+L","D+J+K+L+M","J+K+M","scaf","missing","J+K","J+K","K","missing","K","K","K","K","K","A+K","scaf","K","K","missing","missing","I+K","missing","D+K","K","scaf","K","K","missing","K"
"208100at32523","926","methyltransferase-like protein 6","missing","G","missing","missing","missing","G","missing","missing","G","G","G","missing","missing","G","missing","missing","missing","missing","missing","G","missing","G","missing","missing","missing","missing","missing","missing","missing"
"208180at32523","2569","type II iodothyronine deiodinase","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"208294at32523","1159","tRNA (cytosine(38)-C(5))-methyltransferase","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"208316at32523","3482","Katanin regulatory subunit B1 like 1","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K, J+K","J+K","K","K","C, K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"20833at32523","765","Regulatory factor X7","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","missing","C+I","C","C","C"
"208381at32523","3808","renin","missing","B","B","missing","B","B","B","B","B","B","B","missing","B","missing","B","missing","missing","missing","B","B","B+H","B","B","B","B","B","B","B","B"
"208422at32523","18, 3544","dnaJ homolog subfamily C member 21","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"208425at32523","5250","interferon alpha/beta receptor 1","missing","missing","B","B","B","B, B","B","B","B","B","B","missing","missing","B","missing","B","B","B","missing","B","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"208431at32523","3165, 3783","leiomodin-1","B+K","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","C+I, B","C+I, B","C+I, B","B","B","B"
"208531at32523","490","DNA-3-methyladenine glycosylase","L","L","L","L, scaf","L+M","L+M","L","L","L","L","J","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"208618at32523","150","Mitochondrial ribosomal protein L1","A","A, C","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"20862at32523","4801","exportin-5","missing","F","F","scaf","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","missing","F","F","missing","F","F","scaf","missing"
"208660at32523","724, 5232","Kruppel like factor 15","E","D+E","E+I","scaf, scaf","D+E, D+E","D+E, D+E","D+E","E","missing","E","missing","E+H+J","E","E","E","E","E","E","E","E","E+F","scaf","E","E","E","E","A","D+E","D+E"
"208711at32523","998","retinol dehydrogenase 10","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","missing","G","G","G","G","G","G","G","G","G"
"208777at32523","3692","sialic acid synthase","A","A","A","A","A","A, A","A","A","A","A, scaf","A+M","A","A+M","A","A+K","A, F, scaf","A, scaf","A","A","A","A","A","A","A","A","A","A","A","A"
"20880at32523","5485","coiled-coil domain-containing protein 141","missing","missing","missing","missing","L+M","L+M, L+M","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"209087at32523","1909","bcl-2-associated transcription factor 1 isoform X1","F","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"209158at32523","2868, 5360","surfeit locus protein 1","J","J","J+K+M","J+K+M","J+K","J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","scaf","J","J","scaf","J","J","missing","J"
"209160at32523","2506, 5186","cyclin-Y-like protein 1","K+L","D+J+K+L+M","L","G","L+M","L+M, L+M","L","L","G","L","G","L","missing","L","G, L","L","L","L","L","L","L","G, L","L","L","missing","L","L","L","G, L"
"209185at32523","476","RNA pseudouridylate synthase domain-containing protein 1","L","L","L","G, H+I, L","L+M","L+M","L","L","L","L","L","missing","L","L","L","L","L","L","L","L","L","scaf","L","L","L","L","L","L","L"
"209207at32523","2333, 5210","caspase-7","A, A+H","H","H","A, scaf","H+I","H+I, H+I","H+I","A, H","A","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","scaf","A, H","H+M","H+M","H+M","E+H","E+H","E+H"
"209208at32523","293","ribosome production factor 1","E","E","E","D+E","D+E","D+E, D+E","D+E","E","E","E","E","E+H+J, scaf","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","E+H","E+H","E+H"
"209270at32523","3089","protein FRA10AC1","A+H","scaf","H","H+I","H+I","H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"209345at32523","640","Mitochondrial ribosomal protein S22","F","F","F","F","F","F","F","F","F","scaf, scaf","F","F","F","C","F","F","F, G","F","F","F","B+F","scaf","F","F","F","F","F","F","missing"
"20946at32523","2445","methyl-CpG-binding domain protein 5","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","scaf","L","L","L","L","L, scaf","L","L"
"209475at32523","4","aquaporin-3","A","A","A","scaf, scaf","scaf","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","missing","A","A","A","A","A","A","A, A"
"209616at32523","1014","protein FAM110B","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","G","G","G","G","G","G","G","G"
"209617at32523","302","quinone oxidoreductase","E","E","E","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","missing","E, E","E","E","E","E+H, E+H","E+H","E+H"
"209628at32523","4382, 5318","endonuclease V","scaf","D+J+K+L+M","J+K+M","J+K+M","L+M","L+M","M","M","M","M","missing","F","F","F","H+J+M","F","F, G","F","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"209646at32523","1516","Ribosomal oxygenase 2","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"209647at32523","172","cilia- and flagella-associated protein 97","A","A","A","A","A, A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"209730at32523","4668","transcription factor 7 isoform X1","C","missing","C","C","missing","C","C","C","C","C","C","C","C","missing","C","missing","missing","missing","C","C","C","missing","missing","C+I","missing","C+I","C","missing","missing"
"209752at32523","236, 4211","elongation of very long chain fatty acids protein 6","A","A, H","A, H","A, H+I","A, H+I, H+I","A, A, H+I, H+I","A, H+I","A, H","A","A","H","E+H+J","A+M, H","A, H","A+K, H+J+M","A, H","A, H","A, H","A, H+M","A, H+M","B+H, A","A","A, H","A, H+M","A, H+M","A, scaf","A, E+H","A, E+H","A, E+H"
"209931at32523","3102","protein FAM117B","K+L","missing","L","L","L+M, L+M","L+M, L+M","L","missing","L","L","L","L","missing","L","L","L","L","L","L","scaf","L","L","L","L","L","L","L","L","L"
"209932at32523","1806","SH3 domain-containing YSC84-like protein 1","F","F","F","F","missing","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","B+F","F","F","F","F","F","F","F","F"
"209973at32523","4565, 5416","germ cell-specific gene 1 protein","scaf","D+E","E+I","D+E","D+E, D+E","D+E","D+E","E","E","E","E","L, M","E","E","E","E","E","I, M","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"209976at32523","2592","Solute carrier family 39 member 9","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"209985at32523","3149","snurportin-1","scaf","C","C","C","C","C","C","C","C","C","C","C","C","C","A+K, B, B, B, C","C","C","C","C","C","C","scaf","C","C+I","C+I","C+I","C","C","C"
"209991at32523","3057","hepatocyte cell adhesion molecule","B+I","I","E+I","H+I","H+I, H+I","H+I","H+I","missing","I","I","missing","I","I","I","I","I","I","I","I","I","I+K","I+M","I+M","C+I","C+I","C+I","I","I","missing"
"210026at32523","1390","LIM domain and actin-binding protein 1","B","B","B","B","B","B, B","B","B","missing","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"210074at32523","3881","Chromosome X open reading frame 21","scaf","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","missing","B","B","B"
"210132at32523","1345","protein sprouty homolog 2","B","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"210195at32523","1240","nuclear distribution protein nudE-like 1 isoform X1","M","D+J+K+L+M","J+K+M","scaf","L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","scaf","M","M","H+M","H+M","M","scaf, scaf","I+M","H+M","H+M","H+M","M","M","M"
"210225at32523","2103","Ankyrin repeat domain 16","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"210226at32523","2668","LEM domain-containing protein 2","B+K","B","B","missing","missing","missing","missing","B","missing","B","B","missing","B","B","B","B","B","B","B","B","B+F","missing","B","B","B","B","B","B","B"
"210318at32523","2157","HLA class II histocompatibility antigen gamma chain isoform X1","C","C","C","C","C","C, C","C","C","missing","G","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"210368at32523","1031","ankyrin repeat domain 29 ","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","C, G","G","G","G","G","G","G","G","G"
"210399at32523","428","DCN1-like protein","L","L","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","missing","L","L","L","L"
"210503at32523","2644","complex I intermediate-associated protein 30, mitochondrial","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","missing","A+K","D+K","K","K","K","K","I+K","missing","D+K","K","K","K","K","K","K"
"210575at32523","1243","galactokinase","M","D+J+K+L+M","J+K+M","A, B, C, F","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"210594at32523","4486","Transcription factor AP-4","missing","L","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"210596at32523","1591","Palmitoyltransferase","B","B","B","missing","missing","B","B","B","B","scaf","B","B","B","B","B","scaf, scaf","B","missing","B","B","B+H","scaf","B","B","B","B","B","B","B"
"210620at32523","1013","Carbonic anhydrase 8","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","G","G","missing","G","missing","G","G","G"
"210626at32523","3116","zinc finger C2HC domain-containing protein 1C","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","K","A+K","scaf","K","K","K","K","I+K","D+K","D+K","K","missing","K","K","scaf","K"
"210667at32523","586","AKT-interacting protein","D","D+J+K+L+M","D","D+E","D+E","D+E, D+E","D+E","D","D","D","missing","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","G, D","D","D+E","D+E","D+E"
"21070at32523","3713","DNA-directed RNA polymerase II subunit RPB2","missing","missing","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"210757at32523","4802","protein YIPF3","missing","F","F","missing","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","missing","F","F","missing","F","F","scaf","scaf"
"210788at32523","4858","SH3 domain-binding protein 5-like","scaf","D+E","E","J+K+M","J+K, J+K","J+K, J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","J","J","F, J","J","scaf","J","J","J","J","J","J","J"
"210795at32523","2144","forkhead box protein M1","C","C","C","C","C","C","C","C","C","C","C","C","C","missing","C","C","C","C","C","C","C","missing","C","C+I","C+I","C+I","C","C","missing"
"210880at32523","3600","isochorismatase domain-containing protein 1","missing","A","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A, scaf","A","A","A","A","A","A","A","A","A","missing","A","A","A"
"210934at32523","1045","leucine-rich repeat-containing protein 30","G","G","G","missing","G","G, G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","scaf, scaf","G","G","G","G","G","G","G"
"2109at32523","2007","cilia- and flagella-associated protein 54","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"211043at32523","54","corticotropin-releasing factor-binding protein","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","missing","A","A","A","A","A","A","A"
"211044at32523","3469","breast cancer metastasis-suppressor 1-like protein","scaf","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","missing","K","K","missing","K","K","A+K","D+K","K","K","missing","K","I+K","D+K","D+K","K","K","K","K","K","K"
"211150at32523","2764, 5229","lysine-specific demethylase 8","L","C","B","L","L+M","L+M","L","L","L","L","L","A","L","L","L, scaf","L","L","L","L","L","L","L","L","L","L","L","J","J","J"
"211154at32523","1165","OTU domain-containing protein 1","G","G","G","G","G, G","G, G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"211203at32523",NA,"Tumor necrosis factor-inducible 6","K+L","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"211262at32523","4488","enoyl-CoA delta isomerase 1, mitochondrial","L","L","L","missing","L+M","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"211314at32523","1261","peroxisome assembly protein 12","B","B","B","B","B, B","B","B","B","missing","B","B, B","B","B","B","B","B","B","B","B","scaf","B+F","B","B","B","B, B","B","B","B","B"
"211392at32523","1633, 3985","FGFR1 oncogene partner","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F, F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"211410at32523","3583, 5145","enkurin domain-containing protein 1","missing","D+J+K+L+M","D","D+E","D+E","D+E","D+E","D","D","D","D","A","A+M","A","A+K","A, A","A","A","A","I, I","A","A","A","A","A","A","A","A","A"
"211414at32523","4618","kinetochore protein Nuf2","scaf","missing","E","D+E","D+E, D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","missing","E+F","scaf","E","E","E","E","D+E","D+E","D+E"
"211473at32523","1015","inositol monophosphatase 3","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","scaf","missing","G","G","G","G","G","G","G","G","G","G","G"
"211493at32523","1874","protein CLN8","F","F, F","F","J+K+M","F","F, F","F","F","F, F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"211643at32523","4408","Acyl-CoA thioesterase 8","scaf","D+J+K+L+M","M","J+K+M","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","missing","H+M","M","I+M","missing","H+M","H+M","H+M","M","M","M"
"211691at32523","4040, 5077, 5480","uncharacterized protein C1orf198 homolog","F","F","F","J+K+M","L+M","L+M","M","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","scaf","F","F","F"
"211720at32523","1018","proto-oncogene serine/threonine-protein kinase mos","G","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","scaf","G","G","G","G","G","G","G","G","G","G","G","G"
"211757at32523","2392","uncharacterized protein C8orf76 homolog","A+H","H, H","H","H+I","missing","H+I, H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H, scaf","E+H","E+H"
"211787at32523","4832","E3 SUMO-protein ligase CBX4","scaf","D+J+K+L+M","J+K+M","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"211790at32523","70","coiled-coil domain-containing protein 125","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"211953at32523","1729","calmodulin-lysine N-methyltransferase","F","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","B","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"212013at32523","4244","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1","scaf","D+J+K+L+M","M","J+K+M","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"212014at32523","4832","Chromobox 8","scaf","D+J+K+L+M","J+K+M","J+K+M","L+M","L+M, L+M","M","M","M","scaf","A+M","M","A+M","M","H+J+M","M","M","M","H+M","missing","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"21202at32523","2149","Gem nuclear organelle associated protein 5","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"212062at32523","459","NSE1 homolog, SMC5-SMC6 complex component","L","L","L","L","missing","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","F, L","L","L","L","L","L"
"212074at32523","2743","glutamate--cysteine ligase regulatory subunit","E","E","E","D+E","D+E","D+E","D+E","missing","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"212101at32523","1364","S-formylglutathione hydrolase","B","B, F","B","B","B","B, J+K","B","B","B","B","B","missing","B","missing","B","B","B","B","B","B","B+F","B","B","B","B","missing","B","missing","B"
"212264at32523","1405","dolichyl-phosphate beta-glucosyltransferase","B","B","B","B","B","B, B","B","B","B, G","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"212281at32523","1086","Small nuclear ribonucleoprotein U11/U12 subunit 48","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"212299at32523","2400","growth hormone-inducible transmembrane protein","A+H","H","H","H+I","H+I","H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","B","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"212302at32523","3304","thioredoxin domain-containing protein 15","scaf","C","C","C","C","C","C","C","C","C","C","C","C","B","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"21233at32523","2983","Methionine synthase","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","scaf, scaf","F","F","F","F","F","F","F"
"212347at32523","2058","Inhibitor of growth protein","C","C","C","C","C, C","C, C","C","C","C","C","F, C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"212356at32523","2749","Angiotensin II receptor type 2","J","D+J+K+L+M","J+K+M","missing","J+K","J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","J","J","J","J","J","J","J","J"
"212430at32523","232","caspase-6","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A, scaf","A","A","A","A","A","A","A","A","A","A","A","A","A"
"21248at32523","1029","Zinc finger protein 521","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"212599at32523","1338","Citrate lyase beta like","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"212601at32523","158","cyclin-G2","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"212618at32523","5064","prolargin","scaf","B","B","B","B","B","B","B","B","B","B","missing","missing","missing","missing","missing","missing","missing","B","B","B+H","missing","B","missing","missing","B","B","B","B"
"212632at32523","2602","Ubiquitin protein ligase E3 component n-recognin 7 (putative)","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"212687at32523","2920","proteasome inhibitor PI31 subunit","M","scaf","scaf","scaf","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"212699at32523","1065","secretagogin","G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","B","G","G","G","G"
"212732at32523","94","glutaredoxin domain-containing cysteine-rich protein 1","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"212765at32523","2258","reticulocalbin-2","B+I","I","E+I","H+I","H+I, H+I","H+I, H+I","H+I","I","I","I","I","I","I","I","I","scaf","I","I","I","I","I+K","I+M","I+M","C+I","C+I, C+I","C+I","I","C","I"
"212926at32523","4966","synaptotagmin-11","missing","D+J+K+L+M","J+K+M","scaf","missing","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","scaf","scaf","missing","missing","scaf","I+K","missing","scaf","K","scaf","missing","K","scaf","K"
"212952at32523","197","transmembrane protein 144","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"212959at32523","2516","NADH dehydrogenase ","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","B, L","L","L","L","L","L","L","L","L","L","L","L","L"
"212978at32523","2835","transmembrane protein 43","E","D+E","E+I","D+E","D+E, D+E","D+E","D+E","E","missing","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","scaf","E","E","E","E","D+E","D+E","D+E"
"213003at32523","1140","HEPACAM family member 2 isoform X1","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G"
"213024at32523","3335","caldesmon","missing","C","C","C","C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
